image1,image2,predicted_label,true_label,similarity
dataset/Task_B/val/Duane_Lee_Chapman/Duane_Lee_Chapman_0001.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_foggy.jpg,1,1,0.9498381614685059
dataset/Task_B/val/Duane_Lee_Chapman/Duane_Lee_Chapman_0001.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0002_noisy.jpg,1,1,0.6673200130462646
dataset/Task_B/val/Duane_Lee_Chapman/Duane_Lee_Chapman_0001.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_lowlight.jpg,1,1,0.9811537861824036
dataset/Task_B/val/Duane_Lee_Chapman/Duane_Lee_Chapman_0001.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0002_blurred.jpg,1,1,0.6879133582115173
dataset/Task_B/val/Duane_Lee_Chapman/Duane_Lee_Chapman_0001.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_resized.jpg,1,1,0.9845081567764282
dataset/Task_B/val/Duane_Lee_Chapman/Duane_Lee_Chapman_0002.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_blurred.jpg,1,1,0.6490510702133179
dataset/Task_B/val/Duane_Lee_Chapman/Duane_Lee_Chapman_0002.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_rainy.jpg,1,1,0.6398072838783264
dataset/Task_B/val/Duane_Lee_Chapman/Duane_Lee_Chapman_0002.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_sunny.jpg,0,1,0.4863596260547638
dataset/Task_B/val/Duane_Lee_Chapman/Duane_Lee_Chapman_0002.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_foggy.jpg,1,1,0.6818544268608093
dataset/Task_B/val/Duane_Lee_Chapman/Duane_Lee_Chapman_0002.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0002_noisy.jpg,1,1,0.8583074808120728
dataset/Task_B/val/Duane_Lee_Chapman/Duane_Lee_Chapman_0002.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_lowlight.jpg,1,1,0.6918433308601379
dataset/Task_B/val/Duane_Lee_Chapman/Duane_Lee_Chapman_0002.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0002_blurred.jpg,1,1,0.91473388671875
dataset/Task_B/val/Duane_Lee_Chapman/Duane_Lee_Chapman_0002.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_resized.jpg,1,1,0.6845903396606445
dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_blurred.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_rainy.jpg,1,1,0.8572975993156433
dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_blurred.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_sunny.jpg,1,1,0.6086212396621704
dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_blurred.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_foggy.jpg,1,1,0.8693783283233643
dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_blurred.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0002_noisy.jpg,1,1,0.6448036432266235
dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_blurred.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_lowlight.jpg,1,1,0.9103872179985046
dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_blurred.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0002_blurred.jpg,1,1,0.6697596311569214
dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_blurred.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_resized.jpg,1,1,0.9458622932434082
dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_rainy.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_sunny.jpg,1,1,0.6785117387771606
dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_rainy.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_foggy.jpg,1,1,0.799347996711731
dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_rainy.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0002_noisy.jpg,1,1,0.7265963554382324
dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_rainy.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_lowlight.jpg,1,1,0.8299016952514648
dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_rainy.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0002_blurred.jpg,1,1,0.6925253868103027
dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_rainy.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_resized.jpg,1,1,0.8214071989059448
dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_sunny.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_foggy.jpg,1,1,0.6409317851066589
dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_sunny.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0002_noisy.jpg,1,1,0.5752236247062683
dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_sunny.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_lowlight.jpg,1,1,0.647430956363678
dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_sunny.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0002_blurred.jpg,1,1,0.5321573615074158
dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_sunny.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_resized.jpg,1,1,0.640329897403717
dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_foggy.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0002_noisy.jpg,1,1,0.6612457036972046
dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_foggy.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_lowlight.jpg,1,1,0.9405919909477234
dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_foggy.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0002_blurred.jpg,1,1,0.6917660236358643
dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_foggy.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_resized.jpg,1,1,0.9352374076843262
dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0002_noisy.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_lowlight.jpg,1,1,0.6733335852622986
dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0002_noisy.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0002_blurred.jpg,1,1,0.8680739402770996
dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0002_noisy.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_resized.jpg,1,1,0.6642171144485474
dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_lowlight.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0002_blurred.jpg,1,1,0.6982028484344482
dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_lowlight.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_resized.jpg,1,1,0.9743660688400269
dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0002_blurred.jpg,dataset/Task_B/val/Duane_Lee_Chapman/distortion/Duane_Lee_Chapman_0001_resized.jpg,1,1,0.686643123626709
dataset/Task_B/val/Peter_Mullan/Peter_Mullan_0001.jpg,dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_lowlight.jpg,1,1,0.9435153603553772
dataset/Task_B/val/Peter_Mullan/Peter_Mullan_0001.jpg,dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_noisy.jpg,1,1,0.7576409578323364
dataset/Task_B/val/Peter_Mullan/Peter_Mullan_0001.jpg,dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_blurred.jpg,1,1,0.8254541754722595
dataset/Task_B/val/Peter_Mullan/Peter_Mullan_0001.jpg,dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_resized.jpg,1,1,0.9633671045303345
dataset/Task_B/val/Peter_Mullan/Peter_Mullan_0001.jpg,dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_rainy.jpg,1,1,0.7303729057312012
dataset/Task_B/val/Peter_Mullan/Peter_Mullan_0001.jpg,dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_sunny.jpg,1,1,0.6611883044242859
dataset/Task_B/val/Peter_Mullan/Peter_Mullan_0001.jpg,dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_foggy.jpg,1,1,0.9010883569717407
dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_lowlight.jpg,dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_noisy.jpg,1,1,0.815924882888794
dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_lowlight.jpg,dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_blurred.jpg,1,1,0.8715478777885437
dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_lowlight.jpg,dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_resized.jpg,1,1,0.9412645697593689
dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_lowlight.jpg,dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_rainy.jpg,1,1,0.796612024307251
dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_lowlight.jpg,dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_sunny.jpg,1,1,0.6475605368614197
dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_lowlight.jpg,dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_foggy.jpg,1,1,0.8800026178359985
dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_noisy.jpg,dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_blurred.jpg,1,1,0.818230152130127
dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_noisy.jpg,dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_resized.jpg,1,1,0.8230353593826294
dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_noisy.jpg,dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_rainy.jpg,1,1,0.8309105038642883
dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_noisy.jpg,dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_sunny.jpg,1,1,0.5942168235778809
dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_noisy.jpg,dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_foggy.jpg,1,1,0.7156730890274048
dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_blurred.jpg,dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_resized.jpg,1,1,0.9009720087051392
dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_blurred.jpg,dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_rainy.jpg,1,1,0.8449186086654663
dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_blurred.jpg,dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_sunny.jpg,1,1,0.6564648151397705
dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_blurred.jpg,dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_foggy.jpg,1,1,0.7799367904663086
dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_resized.jpg,dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_rainy.jpg,1,1,0.784050703048706
dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_resized.jpg,dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_sunny.jpg,1,1,0.6612664461135864
dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_resized.jpg,dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_foggy.jpg,1,1,0.8746145963668823
dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_rainy.jpg,dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_sunny.jpg,1,1,0.6064779162406921
dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_rainy.jpg,dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_foggy.jpg,1,1,0.7102283239364624
dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_sunny.jpg,dataset/Task_B/val/Peter_Mullan/distortion/Peter_Mullan_0001_foggy.jpg,1,1,0.6458234190940857
dataset/Task_B/val/105_frontal/105_frontal.jpg,dataset/Task_B/val/105_frontal/distortion/105_frontal_foggy.jpg,1,1,0.9251821041107178
dataset/Task_B/val/105_frontal/105_frontal.jpg,dataset/Task_B/val/105_frontal/distortion/105_frontal_sunny.jpg,1,1,0.7189991474151611
dataset/Task_B/val/105_frontal/105_frontal.jpg,dataset/Task_B/val/105_frontal/distortion/105_frontal_rainy.jpg,1,1,0.9360755681991577
dataset/Task_B/val/105_frontal/105_frontal.jpg,dataset/Task_B/val/105_frontal/distortion/105_frontal_blurred.jpg,1,1,0.9775727987289429
dataset/Task_B/val/105_frontal/105_frontal.jpg,dataset/Task_B/val/105_frontal/distortion/105_frontal_lowlight.jpg,1,1,0.9817631244659424
dataset/Task_B/val/105_frontal/105_frontal.jpg,dataset/Task_B/val/105_frontal/distortion/105_frontal_resized.jpg,1,1,0.9948145151138306
dataset/Task_B/val/105_frontal/105_frontal.jpg,dataset/Task_B/val/105_frontal/distortion/105_frontal_noisy.jpg,1,1,0.9095051884651184
dataset/Task_B/val/105_frontal/distortion/105_frontal_foggy.jpg,dataset/Task_B/val/105_frontal/distortion/105_frontal_sunny.jpg,1,1,0.7707185745239258
dataset/Task_B/val/105_frontal/distortion/105_frontal_foggy.jpg,dataset/Task_B/val/105_frontal/distortion/105_frontal_rainy.jpg,1,1,0.9054164886474609
dataset/Task_B/val/105_frontal/distortion/105_frontal_foggy.jpg,dataset/Task_B/val/105_frontal/distortion/105_frontal_blurred.jpg,1,1,0.9065104126930237
dataset/Task_B/val/105_frontal/distortion/105_frontal_foggy.jpg,dataset/Task_B/val/105_frontal/distortion/105_frontal_lowlight.jpg,1,1,0.93553227186203
dataset/Task_B/val/105_frontal/distortion/105_frontal_foggy.jpg,dataset/Task_B/val/105_frontal/distortion/105_frontal_resized.jpg,1,1,0.9238476157188416
dataset/Task_B/val/105_frontal/distortion/105_frontal_foggy.jpg,dataset/Task_B/val/105_frontal/distortion/105_frontal_noisy.jpg,1,1,0.8630719780921936
